valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo
0.27,2018,0.235,Ed Sheeran,0.867,211571,0.415,FALSE,41cfwg,0.016,3,0.245,-2.88,0,Can't Feel My Face,85,0.053,108.52
0.38,2014,0.326,Coldplay,0.42,201515,0.647,TRUE,qi2art,0.085,1,0.269,-6.51,1,Believer,70,0.067,79.95
0.12,2013,0.752,Taylor Swift,0.861,188436,0.874,TRUE,61crzb,0.012,11,0.065,-5.56,0,Anti-Hero,51,0.066,88.57
0.51,2012,0.336,Dhvani Bhanushali,0.759,291713,0.692,FALSE,fwhfvf,0.092,0,0.214,-3.04,0,Channa Mereya,98,0.08,109.7
0.73,2016,0.449,Billie Eilish,0.704,254798,0.656,FALSE,5wcacg,0.136,0,0.29,-8.19,1,Anti-Hero,63,0.062,85.02
0.83,2015,0.506,Taylor Swift,0.737,254102,0.895,FALSE,5yqnmb,0.104,9,0.193,-9.94,0,Believer,67,0.073,115.68
0.92,2017,0.101,Dua Lipa,0.614,212483,0.775,FALSE,p9grf1,0.005,2,0.274,-9.72,1,Uptown Funk,54,0.049,114.75
0.95,2015,0.648,Armaan Malik,0.571,258033,0.779,FALSE,uy0jl1,0.054,0,0.26,-2.28,1,Channa Mereya,90,0.075,75.18
0.33,2014,0.479,Billie Eilish,0.882,211489,0.841,FALSE,yu9ilj,0.022,4,0.298,-3.95,0,Anti-Hero,86,0.066,130.97
0.43,2017,0.71,Lata Mangeshkar,0.89,289932,0.544,FALSE,cp2o3a,0.117,7,0.262,-3.77,0,Kala Chashma,57,0.076,109.23
0.5,2020,0.334,Bruno Mars,0.865,182512,0.549,FALSE,4f8dta,0.136,1,0.09,-4.78,0,Girls Like You,73,0.098,101.61
0.9,2021,0.134,Imagine Dragons,0.626,236724,0.847,FALSE,h5z3i5,0.08,1,0.294,-5.54,1,Bad Guy,86,0.044,110.92
0.47,2017,0.633,Badshah,0.677,230243,0.701,FALSE,ozkikb,0.034,5,0.16,-4.8,0,Vaaste,70,0.072,129.6
0.83,2018,0.79,Kishore Kumar,0.525,286507,0.828,FALSE,lfic7h,0.057,8,0.211,-5.52,0,Tera Ban Jaunga,63,0.095,113.96
0.56,2016,0.162,Badshah,0.574,226716,0.835,FALSE,hz8uh5,0.016,9,0.211,-8.95,1,Tum Hi Ho,87,0.098,126.32
0.25,2012,0.374,Shreya Ghoshal,0.571,224493,0.472,FALSE,cb1bvg,0.091,5,0.12,-4.28,1,Tum Hi Ho,80,0.077,114.73
0.61,2013,0.277,Badshah,0.5,290165,0.62,FALSE,q1vuqe,0.054,3,0.299,-4.11,1,Tujhe Kitna Chahne Lage,89,0.022,120.35
0.45,2018,0.33,Armaan Malik,0.682,235474,0.741,FALSE,f75ymb,0.012,4,0.183,-8.59,0,Tum Hi Ho,79,0.043,125.41
0.64,2013,0.653,Dhvani Bhanushali,0.89,209002,0.418,TRUE,75l5qd,0.035,10,0.216,-4.61,0,Tera Ban Jaunga,79,0.07,97.01
0.2,2017,0.562,Adele,0.62,270680,0.714,FALSE,s3uxuz,0.109,1,0.053,-2.39,1,Bad Guy,82,0.035,90.13
0.48,2018,0.698,Atif Aslam,0.752,273960,0.493,FALSE,a9evdb,0.052,4,0.142,-8.66,0,Tera Ban Jaunga,50,0.07,98.43
0.41,2018,0.062,The Weeknd,0.681,231070,0.609,FALSE,528qlx,0.047,3,0.152,-7.84,0,Thinking Out Loud,87,0.049,88.23
0.66,2016,0.241,Neha Kakkar,0.616,237907,0.402,FALSE,z6z346,0.115,8,0.182,-2.41,1,Dilbar,75,0.068,106.85
0.57,2013,0.234,Lata Mangeshkar,0.577,278505,0.409,FALSE,4vf62u,0.018,7,0.165,-2.21,1,Main Rahoon Ya Na Rahoon,71,0.076,70.69
0.41,2019,0.25,Bruno Mars,0.695,183352,0.561,FALSE,zkm6a0,0.115,8,0.237,-2.4,0,Hello,98,0.053,75.46
0.56,2022,0.684,Badshah,0.603,252708,0.758,FALSE,1mxjvv,0.033,4,0.149,-7.96,1,Tum Hi Ho,75,0.075,76.52
0.39,2023,0.665,Shreya Ghoshal,0.592,212822,0.411,FALSE,ojq7xj,0.037,2,0.087,-3.74,1,Main Rahoon Ya Na Rahoon,54,0.05,93.3
0.24,2019,0.597,Sunidhi Chauhan,0.519,198459,0.6,TRUE,rxfdcf,0.056,2,0.231,-7.59,1,Vaaste,59,0.05,121.64
0.62,2016,0.764,Maroon 5,0.555,258872,0.449,FALSE,cuhnpr,0.071,5,0.203,-6.58,0,Bad Guy,53,0.05,111.45
0.85,2023,0.38,The Weeknd,0.713,280510,0.63,FALSE,ofhvam,0.027,4,0.13,-7.8,1,Bad Guy,61,0.097,106.56
0.64,2015,0.287,Badshah,0.48,225904,0.689,TRUE,grsov3,0.055,9,0.064,-6.07,0,Tujhe Kitna Chahne Lage,79,0.033,96.81
0.72,2016,0.106,Dua Lipa,0.601,268586,0.808,FALSE,8mk5oa,0.136,7,0.28,-9.66,1,Bad Guy,51,0.1,121.29
0.19,2020,0.786,Lata Mangeshkar,0.765,299080,0.482,FALSE,vjufa7,0.127,3,0.159,-3.18,0,Tera Ban Jaunga,66,0.071,136.63
0.43,2015,0.791,Kishore Kumar,0.753,273140,0.787,FALSE,f5vc8p,0.032,8,0.2,-2.01,0,DJ Waley Babu,59,0.062,94.23
0.59,2014,0.302,Kishore Kumar,0.491,274440,0.749,FALSE,y4ucly,0.097,5,0.192,-7.83,0,Main Rahoon Ya Na Rahoon,51,0.068,104.24
0.8,2017,0.107,Maroon 5,0.574,284302,0.758,FALSE,1vyqlp,0.021,0,0.058,-9.83,0,Girls Like You,89,0.095,131
0.48,2015,0.438,Lata Mangeshkar,0.415,248345,0.818,FALSE,x57bbj,0.108,5,0.22,-5.03,1,Bekhayali,63,0.083,105.89
0.39,2013,0.072,Atif Aslam,0.598,235619,0.713,TRUE,rdktko,0.055,0,0.229,-7.47,1,Tera Ban Jaunga,77,0.034,124.78
0.84,2013,0.267,Kishore Kumar,0.545,269624,0.428,TRUE,eas63l,0.088,7,0.099,-4.16,0,Kala Chashma,93,0.072,92.67
0.3,2015,0.273,Badshah,0.621,263605,0.578,FALSE,z42ey7,0.076,8,0.195,-9.58,0,Channa Mereya,94,0.071,130.14
0.54,2013,0.729,Lata Mangeshkar,0.795,244046,0.438,FALSE,lmifjw,0.102,6,0.111,-2.22,0,Dilbar,94,0.078,103.46
0.4,2012,0.616,Sunidhi Chauhan,0.562,271212,0.52,FALSE,s7dcj1,0.082,10,0.212,-2.73,1,Vaaste,95,0.045,97.19
0.41,2022,0.268,Atif Aslam,0.701,191356,0.707,FALSE,l9xj32,0.042,6,0.069,-7.52,1,Tujhe Kitna Chahne Lage,99,0.067,74.67
0.71,2014,0.103,Kishore Kumar,0.741,223452,0.816,FALSE,lisq58,0.123,5,0.075,-3.69,1,Tum Hi Ho,83,0.061,75.54
0.87,2015,0.261,Lata Mangeshkar,0.849,215690,0.819,FALSE,i81ibc,0.136,11,0.276,-9.43,0,Main Rahoon Ya Na Rahoon,63,0.026,123.83
0.91,2025,0.268,Bruno Mars,0.627,191055,0.877,FALSE,n6q4jf,0.067,5,0.27,-2.16,1,Thinking Out Loud,73,0.091,105.68
0.67,2016,0.553,Atif Aslam,0.851,246606,0.804,FALSE,t1op6l,0.148,10,0.236,-5.27,0,Channa Mereya,97,0.054,138.09
0.39,2023,0.647,Lata Mangeshkar,0.826,198462,0.815,FALSE,h7w1m2,0.055,10,0.162,-7.15,0,Channa Mereya,98,0.097,95.41
0.59,2018,0.074,Dua Lipa,0.851,232703,0.5,TRUE,krepk8,0.099,9,0.272,-6.25,0,Uptown Funk,59,0.061,118.18
0.39,2014,0.173,Armaan Malik,0.542,198773,0.42,FALSE,ibu70g,0.146,1,0.287,-8.92,0,Kala Chashma,97,0.086,112.05
0.85,2018,0.586,Atif Aslam,0.662,267822,0.636,FALSE,ne3do8,0.099,6,0.127,-4.4,1,Tujhe Kitna Chahne Lage,71,0.07,111.28
0.9,2013,0.174,Badshah,0.725,211308,0.647,FALSE,knpjtp,0.024,1,0.263,-7.64,1,Tera Ban Jaunga,67,0.044,89.69
0.5,2012,0.461,Arijit Singh,0.446,290747,0.823,FALSE,jwof6l,0.13,9,0.145,-2.54,1,Channa Mereya,60,0.094,125.79
0.92,2025,0.29,Armaan Malik,0.447,194199,0.835,FALSE,vq75f6,0.048,4,0.251,-4.71,1,Channa Mereya,89,0.061,101.14
0.19,2017,0.156,Ed Sheeran,0.889,268424,0.655,FALSE,d5s6ah,0.014,11,0.058,-5.89,1,Anti-Hero,82,0.022,139.31
0.86,2025,0.075,Sunidhi Chauhan,0.806,247806,0.689,FALSE,7tg682,0.035,4,0.255,-5.68,0,Tum Hi Ho,50,0.057,115
0.32,2015,0.447,Maroon 5,0.88,198946,0.878,FALSE,sqrrwi,0.035,9,0.208,-8.9,0,Viva La Vida,94,0.071,94.68
0.72,2015,0.672,Adele,0.773,226898,0.647,FALSE,ist3z4,0.041,7,0.238,-8.22,1,Hello,50,0.033,125.21
0.79,2015,0.628,Atif Aslam,0.511,255768,0.504,FALSE,tvu08f,0.14,11,0.217,-4.14,0,Main Rahoon Ya Na Rahoon,70,0.05,80.31
0.71,2013,0.325,Armaan Malik,0.514,180794,0.708,FALSE,gqztjs,0.145,8,0.088,-8.62,1,DJ Waley Babu,81,0.049,124.2
0.1,2022,0.191,Lata Mangeshkar,0.402,267372,0.805,FALSE,sbzftw,0.046,5,0.283,-7.55,0,Tum Hi Ho,99,0.02,83.8
0.35,2022,0.272,Dua Lipa,0.459,207663,0.452,FALSE,by4mrq,0.082,11,0.075,-5.81,1,Thinking Out Loud,86,0.057,121.84
0.69,2018,0.336,Arijit Singh,0.466,269443,0.622,FALSE,1q3bhn,0.084,9,0.192,-3.61,0,Channa Mereya,51,0.027,110.8
0.11,2014,0.176,Arijit Singh,0.459,220739,0.788,FALSE,q3m33g,0.076,1,0.114,-4.41,1,Tum Hi Ho,52,0.091,86.3
0.58,2017,0.637,Shreya Ghoshal,0.412,219687,0.716,FALSE,aodd1j,0.058,6,0.251,-4.89,0,Channa Mereya,66,0.047,139.25
0.54,2015,0.322,Bruno Mars,0.524,244813,0.581,FALSE,gifl3t,0.049,5,0.165,-6.53,0,Hello,89,0.099,90.88
0.85,2013,0.471,Neha Kakkar,0.705,245430,0.809,FALSE,mmqoz1,0.124,10,0.092,-3.63,0,Dilbar,87,0.043,110.88
0.58,2023,0.458,Atif Aslam,0.692,214162,0.749,TRUE,e7hnfa,0.04,7,0.138,-6.07,1,Dilbar,72,0.034,133.36
0.31,2012,0.063,Taylor Swift,0.76,240820,0.747,FALSE,leii8a,0.074,9,0.245,-4.23,0,Levitating,97,0.057,102.86
0.58,2016,0.219,Dhvani Bhanushali,0.859,269897,0.47,TRUE,2b297a,0.031,0,0.256,-9.08,1,Tum Hi Ho,95,0.071,93.94
0.71,2023,0.616,Taylor Swift,0.51,267081,0.473,FALSE,8tbg5s,0.05,10,0.266,-2.97,1,Can't Feel My Face,70,0.059,79.9
0.93,2015,0.578,Sunidhi Chauhan,0.777,228634,0.744,FALSE,ycy1lz,0.092,7,0.137,-8.7,0,Kala Chashma,90,0.031,97.11
0.25,2013,0.272,Sunidhi Chauhan,0.888,212992,0.559,FALSE,bie7sg,0.082,0,0.2,-9.73,0,Main Rahoon Ya Na Rahoon,77,0.059,98.43
0.55,2019,0.57,Badshah,0.848,271432,0.641,FALSE,pp9wv6,0.011,6,0.089,-5.67,1,Kala Chashma,57,0.062,136.26
0.41,2020,0.154,Imagine Dragons,0.467,261658,0.705,FALSE,sofjpk,0.051,7,0.101,-7.51,1,Hello,78,0.032,111.38
0.38,2013,0.797,Armaan Malik,0.578,239151,0.663,FALSE,rphw9c,0.057,0,0.201,-6.16,1,Tera Ban Jaunga,94,0.039,89.18
0.68,2018,0.429,Kishore Kumar,0.747,288039,0.445,TRUE,x2pee3,0.092,1,0.235,-5.67,0,Channa Mereya,74,0.058,109.28
0.26,2018,0.466,Armaan Malik,0.761,244353,0.878,FALSE,dqtywo,0.128,8,0.124,-8.03,1,Dilbar,94,0.03,110.78
0.77,2015,0.421,Taylor Swift,0.828,231588,0.584,FALSE,4fbmkz,0.006,7,0.223,-2.32,0,Believer,65,0.069,108.74
0.66,2019,0.724,Maroon 5,0.792,184049,0.852,FALSE,i6a8jl,0.067,9,0.064,-9.46,1,Girls Like You,64,0.06,95.82
0.84,2024,0.172,Dua Lipa,0.866,214261,0.836,FALSE,mzie6d,0.004,3,0.079,-3.29,1,Levitating,84,0.073,78.69
0.73,2023,0.391,Lata Mangeshkar,0.893,259756,0.716,FALSE,cyjqcv,0.036,10,0.288,-9.13,1,Bekhayali,62,0.069,136.44
0.91,2023,0.582,Atif Aslam,0.622,289583,0.773,FALSE,5iwprs,0.002,9,0.062,-3.14,0,Bekhayali,87,0.066,80.43
0.83,2013,0.109,Dua Lipa,0.76,245327,0.431,FALSE,gyr665,0.106,5,0.28,-9.35,1,Can't Feel My Face,59,0.059,101.37
0.21,2020,0.43,Arijit Singh,0.665,229868,0.781,FALSE,4ap1u3,0.131,1,0.207,-7.75,1,Dilbar,82,0.082,119.4
0.23,2015,0.69,The Weeknd,0.751,250875,0.462,TRUE,j2tz5x,0.131,11,0.179,-8.74,1,Girls Like You,56,0.095,93.94
0.19,2024,0.155,Dua Lipa,0.767,217976,0.819,FALSE,d9cey4,0.036,9,0.074,-8.9,1,Thinking Out Loud,59,0.055,79.23
0.65,2019,0.182,Dua Lipa,0.479,228180,0.699,FALSE,onwh9t,0.046,5,0.247,-4.43,1,Anti-Hero,95,0.024,133.24
0.41,2023,0.604,Arijit Singh,0.547,294628,0.552,FALSE,qi4vip,0.115,2,0.137,-5.24,1,Kala Chashma,68,0.059,136.61
0.47,2020,0.511,Dua Lipa,0.515,223408,0.759,FALSE,8my5a8,0.003,4,0.256,-4.2,1,Levitating,96,0.034,85.58
0.93,2016,0.146,Atif Aslam,0.488,296707,0.693,FALSE,k0bfbq,0.069,9,0.09,-4.63,1,Tera Ban Jaunga,61,0.093,126.95
0.5,2024,0.521,Badshah,0.824,228093,0.534,FALSE,9rw869,0.026,1,0.141,-6.99,0,Vaaste,76,0.057,72
0.46,2020,0.641,Shreya Ghoshal,0.758,249073,0.596,FALSE,bc2hkl,0.092,8,0.139,-3.26,0,Channa Mereya,96,0.099,112.95
0.57,2019,0.575,Armaan Malik,0.603,251859,0.871,FALSE,z0lss7,0.012,4,0.179,-6.75,0,Kala Chashma,56,0.097,136.7
0.3,2025,0.247,Taylor Swift,0.646,252868,0.791,FALSE,4p1f51,0.116,6,0.242,-7.17,0,Hello,77,0.095,113.8
0.84,2024,0.437,The Weeknd,0.593,248347,0.758,FALSE,7umyua,0.069,4,0.284,-7.63,1,Anti-Hero,72,0.023,89.29
0.2,2022,0.103,Neha Kakkar,0.826,242232,0.729,FALSE,4qwajh,0.078,9,0.182,-9.77,0,Main Rahoon Ya Na Rahoon,50,0.074,123.67
0.42,2012,0.514,Dhvani Bhanushali,0.688,248326,0.845,FALSE,wqm0ab,0.145,0,0.253,-4.8,1,DJ Waley Babu,58,0.08,92.63
0.13,2018,0.253,Neha Kakkar,0.509,219840,0.579,FALSE,wyz11u,0.046,2,0.21,-9.48,0,DJ Waley Babu,84,0.063,83.9
0.25,2020,0.084,Arijit Singh,0.44,189874,0.762,FALSE,4y05ke,0.106,2,0.148,-5.22,0,DJ Waley Babu,60,0.076,121.9
0.72,2024,0.569,Atif Aslam,0.811,298247,0.601,FALSE,w6hmej,0.06,7,0.216,-2.07,0,Bekhayali,78,0.08,84.56
0.35,2012,0.722,Lata Mangeshkar,0.552,225015,0.535,FALSE,2ks1uz,0.087,10,0.228,-5.94,1,Channa Mereya,89,0.076,87.72
0.52,2015,0.464,Shreya Ghoshal,0.501,185591,0.841,FALSE,dottuj,0.072,6,0.26,-4.04,0,Channa Mereya,87,0.037,109.01
0.26,2012,0.215,Dhvani Bhanushali,0.86,186228,0.769,FALSE,09aavo,0.063,2,0.267,-9.49,1,Main Rahoon Ya Na Rahoon,53,0.069,96.63
0.34,2013,0.424,Ed Sheeran,0.867,181374,0.625,FALSE,mupumd,0.082,0,0.059,-2.39,0,Thinking Out Loud,90,0.059,84.04
0.37,2015,0.429,Armaan Malik,0.775,282486,0.48,FALSE,7srb0f,0.054,10,0.231,-3.48,1,Dilbar,70,0.081,112.59
0.95,2018,0.401,Maroon 5,0.762,204807,0.794,FALSE,auhg38,0.051,7,0.079,-3.33,0,Viva La Vida,58,0.07,107.79
0.72,2025,0.723,Neha Kakkar,0.616,264727,0.498,FALSE,qczmvu,0.11,6,0.246,-4.54,0,DJ Waley Babu,88,0.099,109.84
0.16,2019,0.375,Bruno Mars,0.745,231965,0.841,FALSE,9ip6rl,0.016,0,0.297,-5.21,0,Girls Like You,50,0.034,109.58
0.72,2012,0.78,Dhvani Bhanushali,0.635,238396,0.784,FALSE,s91dcy,0.029,8,0.141,-8.45,0,Tujhe Kitna Chahne Lage,61,0.043,82.87
0.38,2014,0.51,Bruno Mars,0.426,264475,0.573,TRUE,1uux00,0.102,6,0.087,-7.2,0,Viva La Vida,97,0.067,121.88
0.35,2024,0.175,Maroon 5,0.474,208090,0.696,FALSE,gmb6gr,0.015,6,0.066,-8.39,0,Hello,58,0.096,120.6
0.83,2013,0.41,Neha Kakkar,0.615,238602,0.553,FALSE,6xy42e,0.082,10,0.19,-8.99,1,Channa Mereya,96,0.089,80.89
0.76,2017,0.564,Taylor Swift,0.736,286824,0.746,FALSE,7jjtaf,0.013,10,0.102,-9.28,1,Levitating,62,0.086,110.4
0.21,2016,0.307,Ed Sheeran,0.655,246551,0.73,TRUE,g0xs7v,0.08,10,0.268,-6.64,0,Levitating,51,0.06,120.91
0.48,2018,0.293,Atif Aslam,0.455,295675,0.867,FALSE,yulz28,0.104,11,0.106,-8.4,1,Dilbar,64,0.068,82.03
0.41,2016,0.462,Coldplay,0.772,183216,0.594,FALSE,bb2xxp,0.122,10,0.283,-9.04,0,Viva La Vida,63,0.044,125.81
0.15,2021,0.303,Arijit Singh,0.63,232034,0.714,TRUE,mma4qi,0.091,8,0.092,-2.47,0,Kala Chashma,80,0.047,128.79
0.22,2021,0.405,Armaan Malik,0.553,183051,0.815,FALSE,okglcz,0.114,3,0.053,-4.11,0,Tujhe Kitna Chahne Lage,67,0.094,107.56
0.36,2012,0.566,Shreya Ghoshal,0.685,209415,0.799,FALSE,pq0xt5,0.132,10,0.136,-5.06,1,DJ Waley Babu,51,0.097,136.5
0.28,2012,0.673,Arijit Singh,0.754,257093,0.782,FALSE,5xl4s2,0.065,3,0.144,-8.94,1,Tum Hi Ho,83,0.033,107.77
0.5,2024,0.682,Atif Aslam,0.535,282470,0.492,FALSE,ko8wu1,0.067,5,0.057,-5.2,0,Bekhayali,89,0.09,82.96
0.38,2022,0.57,Adele,0.83,186771,0.709,TRUE,uridy7,0.036,1,0.282,-5.19,0,Levitating,65,0.081,80.72
0.44,2015,0.793,Armaan Malik,0.841,238132,0.797,TRUE,2rxl5r,0.076,6,0.101,-5.79,0,Tum Hi Ho,99,0.052,116.64
0.72,2024,0.354,Atif Aslam,0.714,272688,0.602,FALSE,2m9qdt,0.056,5,0.159,-8.8,0,DJ Waley Babu,90,0.079,129.36
0.79,2020,0.543,Armaan Malik,0.808,238144,0.659,FALSE,6va48t,0.029,5,0.09,-2.84,1,Tum Hi Ho,63,0.045,133.2
0.33,2013,0.754,Bruno Mars,0.733,266613,0.828,TRUE,cjc3vc,0.137,2,0.078,-5.28,0,Thinking Out Loud,92,0.095,124.61
0.53,2016,0.661,Atif Aslam,0.818,236195,0.779,FALSE,qx21v1,0.105,8,0.197,-4.96,0,Main Rahoon Ya Na Rahoon,90,0.072,129.4
0.75,2015,0.19,Maroon 5,0.76,290098,0.577,TRUE,18opgc,0.049,7,0.065,-9.91,0,Levitating,61,0.042,93.39
0.49,2016,0.057,Armaan Malik,0.598,218736,0.665,FALSE,7290vb,0.091,10,0.172,-2.32,0,Tum Hi Ho,66,0.029,84.85
0.36,2022,0.606,Lata Mangeshkar,0.757,232633,0.555,FALSE,9zn4nj,0.121,7,0.146,-4,1,Channa Mereya,61,0.022,95.76
0.91,2024,0.633,Ed Sheeran,0.794,195933,0.71,TRUE,mo5c3t,0.005,8,0.081,-5.68,1,Anti-Hero,59,0.1,138.26
0.36,2013,0.546,Dhvani Bhanushali,0.54,182042,0.653,FALSE,vkgua3,0.136,6,0.073,-9.09,0,Bekhayali,69,0.024,89.18
0.68,2014,0.437,Sunidhi Chauhan,0.632,261440,0.57,TRUE,g0bqa3,0.049,4,0.184,-7.31,0,DJ Waley Babu,56,0.041,132.41
0.69,2014,0.776,Adele,0.806,285023,0.892,FALSE,unjg2h,0.147,2,0.053,-7.7,0,Thinking Out Loud,90,0.028,85.32
0.62,2022,0.746,Atif Aslam,0.65,275613,0.627,FALSE,ei7794,0.139,0,0.299,-9.8,0,Main Rahoon Ya Na Rahoon,52,0.056,117.72
0.57,2023,0.271,Lata Mangeshkar,0.467,251656,0.509,FALSE,2vxm6v,0.04,5,0.247,-4.99,0,Kala Chashma,66,0.076,129.05
0.37,2022,0.609,Dhvani Bhanushali,0.503,215911,0.833,TRUE,uk400h,0.14,2,0.088,-6.89,1,Main Rahoon Ya Na Rahoon,76,0.027,108
0.69,2013,0.718,Maroon 5,0.837,192767,0.538,FALSE,knz3dk,0.038,5,0.103,-9.7,1,Uptown Funk,70,0.066,132.79
0.32,2015,0.144,Shreya Ghoshal,0.512,199417,0.471,FALSE,6dn2ni,0.056,0,0.269,-4.86,1,Bekhayali,95,0.042,131.61
0.44,2024,0.761,Arijit Singh,0.525,214047,0.786,TRUE,wm0qml,0.135,3,0.221,-2.2,0,Tum Hi Ho,88,0.031,101.6
0.31,2014,0.761,Dua Lipa,0.669,256939,0.602,FALSE,x4dxqs,0.083,6,0.137,-4.41,1,Hello,85,0.045,81.32
0.17,2017,0.054,Neha Kakkar,0.604,260429,0.577,FALSE,xnevvj,0.01,5,0.174,-5.66,0,Dilbar,63,0.073,115.16
0.4,2025,0.418,Atif Aslam,0.861,186716,0.456,TRUE,odoavk,0.097,4,0.186,-5.47,1,Channa Mereya,62,0.055,76.06
0.73,2022,0.48,Imagine Dragons,0.497,268970,0.77,FALSE,c2ppgo,0.108,1,0.262,-2.73,0,Bad Guy,95,0.029,101.95
0.15,2020,0.588,Taylor Swift,0.691,269686,0.519,FALSE,o21v7t,0.02,6,0.254,-6.89,0,Hello,86,0.071,79.87
0.12,2016,0.209,Sunidhi Chauhan,0.668,283507,0.894,FALSE,w08y5v,0.097,2,0.175,-4.64,1,Tera Ban Jaunga,77,0.062,94.51
0.66,2020,0.217,Dua Lipa,0.883,216102,0.449,FALSE,72w2ek,0.059,0,0.101,-9.48,0,Girls Like You,84,0.033,130.52
0.74,2022,0.591,Billie Eilish,0.589,281261,0.406,FALSE,r0x2kr,0.025,4,0.279,-9.14,1,Bad Guy,91,0.099,71.05
0.1,2020,0.749,Dhvani Bhanushali,0.677,236414,0.564,FALSE,d62st5,0.125,4,0.295,-2.43,0,DJ Waley Babu,63,0.096,70.54
0.95,2024,0.555,Neha Kakkar,0.434,231113,0.513,TRUE,4ohf1d,0.098,0,0.097,-6.72,0,Dilbar,88,0.033,101.21
0.9,2018,0.131,Ed Sheeran,0.45,278382,0.728,FALSE,znzed1,0.113,10,0.25,-8.9,1,Believer,65,0.066,88.55
0.24,2013,0.498,Badshah,0.571,252778,0.574,FALSE,ml910m,0.061,10,0.145,-7.12,1,Main Rahoon Ya Na Rahoon,75,0.042,82.6
0.77,2014,0.668,Shreya Ghoshal,0.739,258513,0.814,FALSE,adgkns,0.036,7,0.145,-4.99,0,Main Rahoon Ya Na Rahoon,58,0.069,89.3
0.9,2013,0.532,Coldplay,0.567,184507,0.463,FALSE,ok9o3o,0.079,6,0.29,-7.87,1,Anti-Hero,64,0.024,77.15
0.57,2022,0.142,Kishore Kumar,0.801,208210,0.524,FALSE,xr69jn,0.039,5,0.096,-7.03,0,Tera Ban Jaunga,85,0.024,120.04
0.44,2017,0.506,Lata Mangeshkar,0.776,187386,0.806,FALSE,qhsews,0.11,5,0.191,-7.01,0,Tum Hi Ho,84,0.097,102.33
0.84,2016,0.083,Armaan Malik,0.614,284221,0.411,FALSE,8os352,0.067,9,0.177,-8.96,0,Channa Mereya,97,0.092,101.7
0.74,2024,0.771,Kishore Kumar,0.548,231940,0.607,FALSE,7l4pbb,0.142,11,0.294,-3.04,1,Tujhe Kitna Chahne Lage,93,0.087,121.56
0.12,2021,0.686,Arijit Singh,0.876,240403,0.829,TRUE,2wmix3,0.048,9,0.229,-6.55,0,Kala Chashma,58,0.045,72.97
0.68,2020,0.443,Kishore Kumar,0.746,277112,0.841,TRUE,zsc1vs,0.035,7,0.155,-6.45,0,Main Rahoon Ya Na Rahoon,97,0.046,90.04
0.71,2019,0.628,Atif Aslam,0.718,230382,0.852,FALSE,23bo0g,0.109,6,0.209,-3.14,0,Tum Hi Ho,82,0.075,97.99
0.73,2018,0.464,Neha Kakkar,0.556,194481,0.868,FALSE,nu0z0x,0.004,5,0.296,-2.16,1,Channa Mereya,81,0.058,137.47
0.9,2018,0.06,Billie Eilish,0.673,221004,0.647,TRUE,ii3gqe,0.057,9,0.194,-6.13,0,Can't Feel My Face,84,0.072,126.09
0.27,2019,0.487,Atif Aslam,0.739,232287,0.695,FALSE,mquw6o,0.111,11,0.278,-8.65,1,Vaaste,56,0.078,118.9
0.76,2023,0.282,Ed Sheeran,0.42,250459,0.472,FALSE,hvnodr,0.13,11,0.288,-4.38,1,Viva La Vida,99,0.046,130.3
0.62,2018,0.797,Sunidhi Chauhan,0.698,237886,0.443,FALSE,l0gm9a,0.117,0,0.269,-5.79,1,Bekhayali,71,0.041,82.06
0.34,2013,0.728,Maroon 5,0.492,238896,0.862,FALSE,enzsqd,0.1,7,0.299,-2.41,0,Can't Feel My Face,64,0.031,88.1
0.7,2016,0.714,Ed Sheeran,0.657,280152,0.652,FALSE,19g1bi,0.121,9,0.16,-6.86,0,Bad Guy,93,0.066,138.46
0.39,2021,0.63,Badshah,0.758,294870,0.652,FALSE,aumziw,0.145,10,0.058,-6.43,0,Channa Mereya,86,0.084,121
0.67,2014,0.799,Lata Mangeshkar,0.469,226431,0.54,FALSE,11h0pr,0.147,0,0.129,-6.77,1,Bekhayali,86,0.091,134.02
0.65,2015,0.329,Badshah,0.566,281925,0.579,TRUE,gb4634,0.033,8,0.221,-3.24,0,Channa Mereya,66,0.038,116.59
0.41,2014,0.603,Shreya Ghoshal,0.771,190004,0.659,FALSE,0453rp,0.077,10,0.067,-8.72,0,Main Rahoon Ya Na Rahoon,59,0.094,110.02
0.15,2024,0.15,Bruno Mars,0.516,203462,0.778,FALSE,gdhml8,0.099,2,0.236,-7.3,0,Believer,98,0.029,80.28
0.22,2013,0.416,Coldplay,0.761,234261,0.696,FALSE,datftt,0.029,9,0.109,-9.17,0,Hello,61,0.089,73.49
0.38,2018,0.194,Coldplay,0.758,216389,0.686,FALSE,l7hse0,0.048,8,0.158,-4.19,1,Uptown Funk,60,0.036,74.1
0.86,2012,0.336,Sunidhi Chauhan,0.745,252378,0.452,FALSE,ubf4xq,0.072,9,0.122,-3.62,0,Vaaste,69,0.082,106.74
0.67,2016,0.565,Adele,0.726,236198,0.718,FALSE,0ly247,0.061,7,0.129,-7.56,1,Uptown Funk,54,0.09,96.02
0.6,2015,0.16,Armaan Malik,0.549,182478,0.596,FALSE,2vwx8j,0.13,11,0.141,-7.01,1,Dilbar,86,0.059,131.94
